"Property","Vintage","Description","PriceExTax","BottleSize","PageURL","LwinCode","BBRProductCode"
"Benjamin Leroux","2018","Clos Saint-Denis, Grand Cru, Benjamin Leroux, Burgundy","795","Case of 3 Bottles","https://www.bbr.com/products-20181043493-2018-clos-saint-denis-grand-cru-benjamin-leroux-burgundy","1043493","20181043493"
"Benjamin Leroux","2019","Clos Saint-Denis, Grand Cru, Benjamin Leroux, Burgundy","545","Case of 3 Bottles","https://www.bbr.com/products-20191043493-2019-clos-saint-denis-grand-cru-benjamin-leroux-burgundy","1043493","20191043493"
"Benjamin Leroux","2020","Clos Saint-Denis, Grand Cru, Benjamin Leroux, Burgundy","788","Case of 3 Bottles","https://www.bbr.com/products-20201043493-2020-clos-saint-denis-grand-cru-benjamin-leroux-burgundy","1043493","20201043493"
"Benjamin Leroux","2021","Clos Saint-Denis, Grand Cru, Benjamin Leroux, Burgundy","725","Case of 3 Bottles","https://www.bbr.com/products-20211043493-2021-clos-saint-denis-grand-cru-benjamin-leroux-burgundy","1043493","20211043493"
"Domaine Arlaud","2014","Clos Saint-Denis, Grand Cru, Domaine Arlaud, Burgundy","1600","Case of 6 Bottles","https://www.bbr.com/products-20148220336-2014-clos-saint-denis-grand-cru-domaine-arlaud-burgundy","1018477","20148220336"
"Domaine Coquard Loison Fleurot","2014","Clos Saint-Denis, Grand Cru, Domaine Coquard Loison-Fleurot, Burgundy","1790","Case of 6 Bottles","https://www.bbr.com/products-20148038995-2014-clos-saint-denis-grand-cru-domaine-coquard-loison-fleurot-burgundy","1339949","20148038995"
"Domaine Coquard Loison Fleurot","2016","Clos Saint-Denis, Grand Cru, Domaine Coquard Loison-Fleurot, Burgundy","1950","Case of 6 Bottles","https://www.bbr.com/products-20168038995-2016-clos-saint-denis-grand-cru-domaine-coquard-loison-fleurot-burgundy","1339949","20168038995"
"Domaine Coquard Loison Fleurot","2017","Clos Saint-Denis, Grand Cru, Domaine Coquard Loison-Fleurot, Burgundy","1815","Case of 6 Bottles","https://www.bbr.com/products-20178038995-2017-clos-saint-denis-grand-cru-domaine-coquard-loison-fleurot-burgundy","1339949","20178038995"
"Dujac","2010","Clos Saint-Denis, Grand Cru, Domaine Dujac, Burgundy","9500","Case of 12 Bottles","https://www.bbr.com/products-20101030569-2010-clos-saint-denis-grand-cru-domaine-dujac-burgundy","1030569","20101030569"
"Dujac","2013","Clos Saint-Denis, Grand Cru, Domaine Dujac, Burgundy","4250","Case of 6 Bottles","https://www.bbr.com/products-20131030569-2013-clos-saint-denis-grand-cru-domaine-dujac-burgundy","1030569","20131030569"
"Dujac","2020","Clos Saint-Denis, Grand Cru, Domaine Dujac, Burgundy","5500","Case of 3 Magnums","https://www.bbr.com/products-20201030569-2020-clos-saint-denis-grand-cru-domaine-dujac-burgundy","1030569","20201030569"
"Louis Jadot","2013","Clos Saint-Denis, Grand Cru, Domaine Gagey, Louis Jadot, Burgundy","950","Case of 6 Bottles","https://www.bbr.com/products-20138022129-2013-clos-saint-denis-grand-cru-domaine-gagey-louis-jadot-burgundy","1279249","20138022129"
"Louis Jadot","2014","Clos Saint-Denis, Grand Cru, Domaine Gagey, Louis Jadot, Burgundy","1150","Case of 6 Bottles","https://www.bbr.com/products-20148022129-2014-clos-saint-denis-grand-cru-domaine-gagey-louis-jadot-burgundy","1279249","20148022129"
"Louis Jadot","2017","Clos Saint-Denis, Grand Cru, Domaine Gagey, Louis Jadot, Burgundy","930","Case of 6 Bottles","https://www.bbr.com/products-20178022129-2017-clos-saint-denis-grand-cru-domaine-gagey-louis-jadot-burgundy","1279249","20178022129"
"Louis Jadot","2018","Clos Saint-Denis, Grand Cru, Domaine Gagey, Louis Jadot, Burgundy","999","Case of 6 Bottles","https://www.bbr.com/products-20188022129-2018-clos-saint-denis-grand-cru-domaine-gagey-louis-jadot-burgundy","1279249","20188022129"
"Louis Jadot","2021","Clos Saint-Denis, Grand Cru, Domaine Gagey, Louis Jadot, Burgundy","1245","Case of 3 Bottles","https://www.bbr.com/products-20218022129-2021-clos-saint-denis-grand-cru-domaine-gagey-louis-jadot-burgundy","1279249","20218022129"
"Louis Jadot","2022","Clos Saint-Denis, Grand Cru, Domaine Gagey, Louis Jadot, Burgundy","1200","Case of 3 Bottles","https://www.bbr.com/products-20228022129-2022-clos-saint-denis-grand-cru-domaine-gagey-louis-jadot-burgundy","1279249","20228022129"
"Domaine Michel Magnien","2013","Clos Saint-Denis, Grand Cru, Domaine Michel Magnien","875","Case of 6 Bottles","https://www.bbr.com/products-20138218441-2013-clos-saint-denis-grand-cru-domaine-michel-magnien","1045947","20138218441"
"Maison Joseph Drouhin","2014","Clos Saint-Denis, Grand Cru, Joseph Drouhin, Burgundy","903","Case of 6 Bottles","https://www.bbr.com/products-20148019152-2014-clos-saint-denis-grand-cru-joseph-drouhin-burgundy","1029017","20148019152"
"Maison Joseph Drouhin","2015","Clos Saint-Denis, Grand Cru, Joseph Drouhin, Burgundy","880","Case of 6 Bottles","https://www.bbr.com/products-20158019152-2015-clos-saint-denis-grand-cru-joseph-drouhin-burgundy","1029017","20158019152"
"Maison Joseph Drouhin","2016","Clos Saint-Denis, Grand Cru, Joseph Drouhin, Burgundy","1132","Case of 6 Bottles","https://www.bbr.com/products-20168019152-2016-clos-saint-denis-grand-cru-joseph-drouhin-burgundy","1029017","20168019152"
"Domaine Joseph Faiveley","2011","Clos Saint-Denis, Grand Cru, Joseph Faiveley, Burgundy","700","Case of 6 Bottles","https://www.bbr.com/products-20118021021-2011-clos-saint-denis-grand-cru-joseph-faiveley-burgundy","1031335","20118021021"
"Domaine Joseph Faiveley","2013","Clos Saint-Denis, Grand Cru, Joseph Faiveley, Burgundy","835","Case of 6 Bottles","https://www.bbr.com/products-20138021021-2013-clos-saint-denis-grand-cru-joseph-faiveley-burgundy","1031335","20138021021"
"Domaine Joseph Faiveley","2014","Clos Saint-Denis, Grand Cru, Joseph Faiveley, Burgundy","790","Case of 6 Bottles","https://www.bbr.com/products-20148021021-2014-clos-saint-denis-grand-cru-joseph-faiveley-burgundy","1031335","20148021021"
"Louis Jadot","2010","Clos Saint-Denis, Grand Cru, Louis Jadot, Burgundy","1750","Case of 6 Bottles","https://www.bbr.com/products-20108022116-2010-clos-saint-denis-grand-cru-louis-jadot-burgundy","1038073","20108022116"
"Lucien Le Moine","2015","Clos Saint-Denis, Grand Cru, Lucien Le Moine, Burgundy","1730","Case of 6 Bottles","https://www.bbr.com/products-20158218760-2015-clos-saint-denis-grand-cru-lucien-le-moine-burgundy","1042542","20158218760"
"Lucien Le Moine","2016","Clos Saint-Denis, Grand Cru, Lucien Le Moine, Burgundy","1550","Case of 6 Bottles","https://www.bbr.com/products-20168218760-2016-clos-saint-denis-grand-cru-lucien-le-moine-burgundy","1042542","20168218760"
"Lucien Le Moine","2017","Clos Saint-Denis, Grand Cru, Lucien Le Moine, Burgundy","1520","Case of 6 Bottles","https://www.bbr.com/products-20178218760-2017-clos-saint-denis-grand-cru-lucien-le-moine-burgundy","1042542","20178218760"
"Lucien Le Moine","2018","Clos Saint-Denis, Grand Cru, Lucien Le Moine, Burgundy","1345","Case of 6 Bottles","https://www.bbr.com/products-20188218760-2018-clos-saint-denis-grand-cru-lucien-le-moine-burgundy","1042542","20188218760"
"Lucien Le Moine","2019","Clos Saint-Denis, Grand Cru, Lucien Le Moine, Burgundy","1640","Case of 6 Bottles","https://www.bbr.com/products-20198218760-2019-clos-saint-denis-grand-cru-lucien-le-moine-burgundy","1042542","20198218760"
"Chateau Clos St Martin","2005","Clos St Martin, St Emilion, Bordeaux","1100","Case of 12 Bottles","https://www.bbr.com/products-20058124793-2005-clos-st-martin-st-emilion-bordeaux","1008502","20058124793"
"Chateau Clos St Martin","2021","Clos St Martin, St Emilion, Bordeaux","290","Case of 6 Bottles","https://www.bbr.com/products-20218124793-2021-clos-st-martin-st-emilion-bordeaux","1008502","20218124793"
"Charles Van Canneyt","2019","Clos Vougeot, Grand Cru, Charles Van Canneyt, Burgundy","535","Case of 6 Bottles","https://www.bbr.com/products-20198307963-2019-clos-vougeot-grand-cru-charles-van-canneyt-burgundy","2117487","20198307963"
"David Duband","2014","Clos Vougeot, Grand Cru, David Duband, Burgundy","1918","Case of 12 Bottles","https://www.bbr.com/products-20148207205-2014-clos-vougeot-grand-cru-david-duband-burgundy","1277274","20148207205"
"David Duband","2014","Clos Vougeot, Grand Cru, David Duband, Burgundy","959","Case of 6 Bottles","https://www.bbr.com/products-20148207205-2014-clos-vougeot-grand-cru-david-duband-burgundy","1277274","20148207205"
"David Duband","2015","Clos Vougeot, Grand Cru, David Duband, Burgundy","1054","Case of 6 Bottles","https://www.bbr.com/products-20158207205-2015-clos-vougeot-grand-cru-david-duband-burgundy","1277274","20158207205"
"David Duband","2016","Clos Vougeot, Grand Cru, David Duband, Burgundy","1072","Case of 6 Bottles","https://www.bbr.com/products-20168207205-2016-clos-vougeot-grand-cru-david-duband-burgundy","1277274","20168207205"
"David Duband","2018","Clos Vougeot, Grand Cru, David Duband, Burgundy","970","Case of 6 Bottles","https://www.bbr.com/products-20188207205-2018-clos-vougeot-grand-cru-david-duband-burgundy","1277274","20188207205"
"David Duband","2019","Clos Vougeot, Grand Cru, David Duband, Burgundy","959","Case of 6 Bottles","https://www.bbr.com/products-20198207205-2019-clos-vougeot-grand-cru-david-duband-burgundy","1277274","20198207205"
"David Duband","2020","Clos Vougeot, Grand Cru, David Duband, Burgundy","993","Case of 6 Bottles","https://www.bbr.com/products-20208207205-2020-clos-vougeot-grand-cru-david-duband-burgundy","1277274","20208207205"
"Bouchard Pere & Fils","2018","Clos Vougeot, Grand Cru, Domaine Bouchard Pere &amp; Fils, Burgundy","840","Case of 6 Bottles","https://www.bbr.com/products-20188019976-2018-clos-vougeot-grand-cru-domaine-bouchard-pere-and-fils-burgundy","1021688","20188019976"
"Domaine Coquard Loison Fleurot","2014","Clos Vougeot, Grand Cru, Domaine Coquard Loison-Fleurot, Burgundy","725","Case of 6 Bottles","https://www.bbr.com/products-20148203702-2014-clos-vougeot-grand-cru-domaine-coquard-loison-fleurot-burgundy","1438570","20148203702"
"Domaine Coquard Loison Fleurot","2018","Clos Vougeot, Grand Cru, Domaine Coquard Loison-Fleurot, Burgundy","990","Case of 6 Bottles","https://www.bbr.com/products-20188203702-2018-clos-vougeot-grand-cru-domaine-coquard-loison-fleurot-burgundy","1438570","20188203702"
"Domaine Coquard Loison Fleurot","2019","Clos Vougeot, Grand Cru, Domaine Coquard Loison-Fleurot, Burgundy","1300","Case of 6 Bottles","https://www.bbr.com/products-20198203702-2019-clos-vougeot-grand-cru-domaine-coquard-loison-fleurot-burgundy","1438570","20198203702"
"Domaine Guyon","2013","Clos Vougeot, Grand Cru, Domaine Guyon, Burgundy","1100","Case of 6 Bottles","https://www.bbr.com/products-20131369380-2013-clos-vougeot-grand-cru-domaine-guyon-burgundy","1369380","20131369380"
"Domaine Guyon","2014","Clos Vougeot, Grand Cru, Domaine Guyon, Burgundy","1805","Case of 6 Bottles","https://www.bbr.com/products-20141369380-2014-clos-vougeot-grand-cru-domaine-guyon-burgundy","1369380","20141369380"
"Domaine Guyon","2015","Clos Vougeot, Grand Cru, Domaine Guyon, Burgundy","970","Case of 6 Bottles","https://www.bbr.com/products-20151369380-2015-clos-vougeot-grand-cru-domaine-guyon-burgundy","1369380","20151369380"
"Domaine Guyon","2016","Clos Vougeot, Grand Cru, Domaine Guyon, Burgundy","1600","Case of 6 Bottles","https://www.bbr.com/products-20161369380-2016-clos-vougeot-grand-cru-domaine-guyon-burgundy","1369380","20161369380"
"Domaine Guyon","2017","Clos Vougeot, Grand Cru, Domaine Guyon, Burgundy","1000","Case of 6 Bottles","https://www.bbr.com/products-20171369380-2017-clos-vougeot-grand-cru-domaine-guyon-burgundy","1369380","20171369380"
"Domaine Guyon","2018","Clos Vougeot, Grand Cru, Domaine Guyon, Burgundy","1150","Case of 6 Bottles","https://www.bbr.com/products-20181369380-2018-clos-vougeot-grand-cru-domaine-guyon-burgundy","1369380","20181369380"
"Domaine Guyon","2019","Clos Vougeot, Grand Cru, Domaine Guyon, Burgundy","780","Case of 3 Bottles","https://www.bbr.com/products-20191369380-2019-clos-vougeot-grand-cru-domaine-guyon-burgundy","1369380","20191369380"
"Domaine Guyon","2020","Clos Vougeot, Grand Cru, Domaine Guyon, Burgundy","1150","Case of 3 Bottles","https://www.bbr.com/products-20201369380-2020-clos-vougeot-grand-cru-domaine-guyon-burgundy","1369380","20201369380"
"Domaine Guyon","2021","Clos Vougeot, Grand Cru, Domaine Guyon, Burgundy","1260","Case of 3 Bottles","https://www.bbr.com/products-20211369380-2021-clos-vougeot-grand-cru-domaine-guyon-burgundy","1369380","20211369380"
"Domaine Guyon","2022","Clos Vougeot, Grand Cru, Domaine Guyon, Burgundy","1138","Case of 3 Bottles","https://www.bbr.com/products-20221369380-2022-clos-vougeot-grand-cru-domaine-guyon-burgundy","1369380","20221369380"
"Jacques Prieur","2013","Clos Vougeot, Grand Cru, Domaine Jacques Prieur, Burgundy","790","Case of 6 Bottles","https://www.bbr.com/products-20138218119-2013-clos-vougeot-grand-cru-domaine-jacques-prieur-burgundy","1053225","20138218119"
"Jacques Prieur","2016","Clos Vougeot, Grand Cru, Domaine Jacques Prieur, Burgundy","815","Case of 6 Bottles","https://www.bbr.com/products-20168218119-2016-clos-vougeot-grand-cru-domaine-jacques-prieur-burgundy","1053225","20168218119"
"Jacques Prieur","2018","Clos Vougeot, Grand Cru, Domaine Jacques Prieur, Burgundy","800","Case of 6 Bottles","https://www.bbr.com/products-20188218119-2018-clos-vougeot-grand-cru-domaine-jacques-prieur-burgundy","1053225","20188218119"
"Louis Jadot","2013","Clos Vougeot, Grand Cru, Domaine Louis Jadot, Burgundy","380","Case of 6 Bottles","https://www.bbr.com/products-20138022103-2013-clos-vougeot-grand-cru-domaine-louis-jadot-burgundy","1038086","20138022103"
"Louis Jadot","2014","Clos Vougeot, Grand Cru, Domaine Louis Jadot, Burgundy","490","Case of 6 Bottles","https://www.bbr.com/products-20148022103-2014-clos-vougeot-grand-cru-domaine-louis-jadot-burgundy","1038086","20148022103"
"Louis Jadot","2014","Clos Vougeot, Grand Cru, Domaine Louis Jadot, Burgundy","495","Case of 6 Bottles","https://www.bbr.com/products-20148022103-2014-clos-vougeot-grand-cru-domaine-louis-jadot-burgundy","1038086","20148022103"
"Louis Jadot","2015","Clos Vougeot, Grand Cru, Domaine Louis Jadot, Burgundy","420","Case of 6 Bottles","https://www.bbr.com/products-20158022103-2015-clos-vougeot-grand-cru-domaine-louis-jadot-burgundy","1038086","20158022103"
"Louis Jadot","2016","Clos Vougeot, Grand Cru, Domaine Louis Jadot, Burgundy","480","Case of 6 Bottles","https://www.bbr.com/products-20168022103-2016-clos-vougeot-grand-cru-domaine-louis-jadot-burgundy","1038086","20168022103"
"Domaine Mugneret-Gibourg","2008","Clos Vougeot, Grand Cru, Domaine Mugneret-Gibourg, Burgundy","5750","Case of 6 Bottles","https://www.bbr.com/products-20088120766-2008-clos-vougeot-grand-cru-domaine-mugneret-gibourg-burgundy","1049437","20088120766"
"Domaine Thibault Liger-Belair","2007","Clos Vougeot, Grand Cru, Domaine Thibault Liger-Belair, Burgundy","850","Case of 6 Bottles","https://www.bbr.com/products-20078022510-2007-clos-vougeot-grand-cru-domaine-thibault-liger-belair-burgundy","1044852","20078022510"
"Domaine Thibault Liger-Belair","2012","Clos Vougeot, Grand Cru, Domaine Thibault Liger-Belair, Burgundy","720","Case of 6 Bottles","https://www.bbr.com/products-20128022510-2012-clos-vougeot-grand-cru-domaine-thibault-liger-belair-burgundy","1044852","20128022510"
"Domaine Thibault Liger-Belair","2013","Clos Vougeot, Grand Cru, Domaine Thibault Liger-Belair, Burgundy","1112","Case of 6 Bottles","https://www.bbr.com/products-20138022510-2013-clos-vougeot-grand-cru-domaine-thibault-liger-belair-burgundy","1044852","20138022510"
"Domaine Thibault Liger-Belair","2014","Clos Vougeot, Grand Cru, Domaine Thibault Liger-Belair, Burgundy","600","Case of 6 Bottles","https://www.bbr.com/products-20148022510-2014-clos-vougeot-grand-cru-domaine-thibault-liger-belair-burgundy","1044852","20148022510"
"Domaine Thibault Liger-Belair","2015","Clos Vougeot, Grand Cru, Domaine Thibault Liger-Belair, Burgundy","888","Case of 6 Bottles","https://www.bbr.com/products-20158022510-2015-clos-vougeot-grand-cru-domaine-thibault-liger-belair-burgundy","1044852","20158022510"
"Domaine Thibault Liger-Belair","2016","Clos Vougeot, Grand Cru, Domaine Thibault Liger-Belair, Burgundy","800","Case of 6 Bottles","https://www.bbr.com/products-20168022510-2016-clos-vougeot-grand-cru-domaine-thibault-liger-belair-burgundy","1044852","20168022510"
"Domaine Thibault Liger-Belair","2017","Clos Vougeot, Grand Cru, Domaine Thibault Liger-Belair, Burgundy","875","Case of 6 Bottles","https://www.bbr.com/products-20178022510-2017-clos-vougeot-grand-cru-domaine-thibault-liger-belair-burgundy","1044852","20178022510"
"Domaine Thibault Liger-Belair","2018","Clos Vougeot, Grand Cru, Domaine Thibault Liger-Belair, Burgundy","780","Case of 6 Bottles","https://www.bbr.com/products-20188022510-2018-clos-vougeot-grand-cru-domaine-thibault-liger-belair-burgundy","1044852","20188022510"
"Domaine Thibault Liger-Belair","2020","Clos Vougeot, Grand Cru, Domaine Thibault Liger-Belair, Burgundy","1100","Case of 6 Bottles","https://www.bbr.com/products-20208022510-2020-clos-vougeot-grand-cru-domaine-thibault-liger-belair-burgundy","1044852","20208022510"
"Domaine Geantet-Pansiot","2016","Clos Vougeot, Grand Cru, Geantet-Pansiot, Burgundy","1692","Case of 12 Bottles","https://www.bbr.com/products-20168203454-2016-clos-vougeot-grand-cru-geantet-pansiot-burgundy","1449833","20168203454"
"Domaine Geantet-Pansiot","2017","Clos Vougeot, Grand Cru, Geantet-Pansiot, Burgundy","1715","Case of 12 Bottles","https://www.bbr.com/products-20178203454-2017-clos-vougeot-grand-cru-geantet-pansiot-burgundy","1449833","20178203454"
"Domaine Geantet-Pansiot","2018","Clos Vougeot, Grand Cru, Geantet-Pansiot, Burgundy","930","Case of 6 Bottles","https://www.bbr.com/products-20188203454-2018-clos-vougeot-grand-cru-geantet-pansiot-burgundy","1449833","20188203454"
