"Property","Vintage","Description","PriceExTax","BottleSize","PageURL","LwinCode","BBRProductCode"
"Chateau Climens","2003","Chateau Climens, Barsac, Bordeaux","600","Case of 12 Bottles","https://www.bbr.com/products-20038004774-2003-chateau-climens-barsac-bordeaux","1016691","20038004774"
"Chateau Climens","2003","Chateau Climens, Barsac, Bordeaux","520","Case of 24 Half Bottles","https://www.bbr.com/products-20038004774-2003-chateau-climens-barsac-bordeaux","1016691","20038004774"
"Chateau Climens","2004","Chateau Climens, Barsac, Bordeaux","560","Case of 12 Bottles","https://www.bbr.com/products-20048004774-2004-chateau-climens-barsac-bordeaux","1016691","20048004774"
"Chateau Climens","2004","Chateau Climens, Barsac, Bordeaux","475","Case of 24 Half Bottles","https://www.bbr.com/products-20048004774-2004-chateau-climens-barsac-bordeaux","1016691","20048004774"
"Chateau Climens","2010","Chateau Climens, Barsac, Bordeaux","570","Case of 24 Half Bottles","https://www.bbr.com/products-20108004774-2010-chateau-climens-barsac-bordeaux","1016691","20108004774"
"Chateau Climens","2011","Chateau Climens, Barsac, Bordeaux","390","Case of 6 Bottles","https://www.bbr.com/products-20118004774-2011-chateau-climens-barsac-bordeaux","1016691","20118004774"
"Chateau Climens","2011","Chateau Climens, Barsac, Bordeaux","220","Case of 12 Half Bottles","https://www.bbr.com/products-20118004774-2011-chateau-climens-barsac-bordeaux","1016691","20118004774"
"Chateau Climens","2012","Chateau Climens, Barsac, Bordeaux","350","Case of 12 Half Bottles","https://www.bbr.com/products-20128004774-2012-chateau-climens-barsac-bordeaux","1016691","20128004774"
"Chateau Climens","2013","Chateau Climens, Barsac, Bordeaux","195","Case of 12 Half Bottles","https://www.bbr.com/products-20138004774-2013-chateau-climens-barsac-bordeaux","1016691","20138004774"
"Chateau Climens","2014","Chateau Climens, Barsac, Bordeaux","265","Case of 12 Half Bottles","https://www.bbr.com/products-20148004774-2014-chateau-climens-barsac-bordeaux","1016691","20148004774"
"Chateau Climens","2015","Chateau Climens, Barsac, Bordeaux","252","Case of 6 Bottles","https://www.bbr.com/products-20158004774-2015-chateau-climens-barsac-bordeaux","1016691","20158004774"
"Chateau Climens","2015","Chateau Climens, Barsac, Bordeaux","300","Case of 12 Half Bottles","https://www.bbr.com/products-20158004774-2015-chateau-climens-barsac-bordeaux","1016691","20158004774"
"Chateau Climens","2016","Chateau Climens, Barsac, Bordeaux","330","Case of 12 Half Bottles","https://www.bbr.com/products-20168004774-2016-chateau-climens-barsac-bordeaux","1016691","20168004774"
"Chateau Clinet","2008","Chateau Clinet, Pomerol, Bordeaux","440","Case of 6 Bottles","https://www.bbr.com/products-20088010595-2008-chateau-clinet-pomerol-bordeaux","1008225","20088010595"
"Chateau Clinet","2008","Chateau Clinet, Pomerol, Bordeaux","900","Case of 12 Bottles","https://www.bbr.com/products-20088010595-2008-chateau-clinet-pomerol-bordeaux","1008225","20088010595"
"Chateau Clinet","2009","Chateau Clinet, Pomerol, Bordeaux","2499","Case of 12 Bottles","https://www.bbr.com/products-20098010595-2009-chateau-clinet-pomerol-bordeaux","1008225","20098010595"
"Chateau Clinet","2009","Chateau Clinet, Pomerol, Bordeaux","950","Case of 6 Bottles","https://www.bbr.com/products-20098010595-2009-chateau-clinet-pomerol-bordeaux","1008225","20098010595"
"Chateau Clinet","2010","Chateau Clinet, Pomerol, Bordeaux","1150","Case of 12 Bottles","https://www.bbr.com/products-20108010595-2010-chateau-clinet-pomerol-bordeaux","1008225","20108010595"
"Chateau Clinet","2010","Chateau Clinet, Pomerol, Bordeaux","600","Case of 6 Bottles","https://www.bbr.com/products-20108010595-2010-chateau-clinet-pomerol-bordeaux","1008225","20108010595"
"Chateau Clinet","2011","Chateau Clinet, Pomerol, Bordeaux","400","Case of 6 Bottles","https://www.bbr.com/products-20118010595-2011-chateau-clinet-pomerol-bordeaux","1008225","20118010595"
"Chateau Clinet","2012","Chateau Clinet, Pomerol, Bordeaux","425","Case of 6 Bottles","https://www.bbr.com/products-20128010595-2012-chateau-clinet-pomerol-bordeaux","1008225","20128010595"
"Chateau Clinet","2013","Chateau Clinet, Pomerol, Bordeaux","450","Case of 6 Bottles","https://www.bbr.com/products-20138010595-2013-chateau-clinet-pomerol-bordeaux","1008225","20138010595"
"Chateau Clinet","2015","Chateau Clinet, Pomerol, Bordeaux","400","Case of 6 Bottles","https://www.bbr.com/products-20158010595-2015-chateau-clinet-pomerol-bordeaux","1008225","20158010595"
"Chateau Clinet","2015","Chateau Clinet, Pomerol, Bordeaux","540","Case of 3 Magnums","https://www.bbr.com/products-20158010595-2015-chateau-clinet-pomerol-bordeaux","1008225","20158010595"
"Chateau Clinet","2016","Chateau Clinet, Pomerol, Bordeaux","420","Case of 6 Bottles","https://www.bbr.com/products-20168010595-2016-chateau-clinet-pomerol-bordeaux","1008225","20168010595"
"Chateau Clinet","2016","Chateau Clinet, Pomerol, Bordeaux","205","Case of 3 Bottles","https://www.bbr.com/products-20168010595-2016-chateau-clinet-pomerol-bordeaux","1008225","20168010595"
"Chateau Clinet","2017","Chateau Clinet, Pomerol, Bordeaux","280","Case of 6 Bottles","https://www.bbr.com/products-20178010595-2017-chateau-clinet-pomerol-bordeaux","1008225","20178010595"
"Chateau Clinet","2018","Chateau Clinet, Pomerol, Bordeaux","650","Case of 6 Bottles","https://www.bbr.com/products-20188010595-2018-chateau-clinet-pomerol-bordeaux","1008225","20188010595"
"Chateau Clinet","2018","Chateau Clinet, Pomerol, Bordeaux","300","Case of 6 Bottles","https://www.bbr.com/products-20188010595-2018-chateau-clinet-pomerol-bordeaux","1008225","20188010595"
"Chateau Clinet","2018","Chateau Clinet, Pomerol, Bordeaux","230","Case of 1 Double Magnums","https://www.bbr.com/products-20188010595-2018-chateau-clinet-pomerol-bordeaux","1008225","20188010595"
"Chateau Clinet","2019","Chateau Clinet, Pomerol, Bordeaux","375","Case of 6 Bottles","https://www.bbr.com/products-20198010595-2019-chateau-clinet-pomerol-bordeaux","1008225","20198010595"
"Chateau Clinet","2019","Chateau Clinet, Pomerol, Bordeaux","555","Case of 6 Bottles","https://www.bbr.com/products-20198010595-2019-chateau-clinet-pomerol-bordeaux","1008225","20198010595"
"Chateau Clinet","2019","Chateau Clinet, Pomerol, Bordeaux","420","Case of 3 Magnums","https://www.bbr.com/products-20198010595-2019-chateau-clinet-pomerol-bordeaux","1008225","20198010595"
"Chateau Clinet","2020","Chateau Clinet, Pomerol, Bordeaux","390","Case of 6 Bottles","https://www.bbr.com/products-20208010595-2020-chateau-clinet-pomerol-bordeaux","1008225","20208010595"
"Chateau Clinet","2021","Chateau Clinet, Pomerol, Bordeaux","320","Case of 6 Bottles","https://www.bbr.com/products-20218010595-2021-chateau-clinet-pomerol-bordeaux","1008225","20218010595"
"Chateau Clinet","2021","Chateau Clinet, Pomerol, Bordeaux","180","Case of 3 Bottles","https://www.bbr.com/products-20218010595-2021-chateau-clinet-pomerol-bordeaux","1008225","20218010595"
"Chateau Clinet","2022","Chateau Clinet, Pomerol, Bordeaux","450","Case of 6 Bottles","https://www.bbr.com/products-20228010595-2022-chateau-clinet-pomerol-bordeaux","1008225","20228010595"
"Chateau Clinet","2022","Chateau Clinet, Pomerol, Bordeaux","435","Case of 3 Magnums","https://www.bbr.com/products-20228010595-2022-chateau-clinet-pomerol-bordeaux","1008225","20228010595"
"Chateau Clinet","2016","Chateau Clinet, Pomerol, Multiformat Case (4x75cl, 2x150cl, 1x300cl)","800","Case of 1 Mixed Cases","https://www.bbr.com/products-20168037158-2016-chateau-clinet-pomerol-multiformat-case-4x75cl-2x150cl-1x300cl","1008225","20168037158"
"Chateau Clos de Sarpe","2008","Chateau Clos de Sarpe, St Emilion, Bordeaux","670","Case of 12 Bottles","https://www.bbr.com/products-20088124807-2008-chateau-clos-de-sarpe-st-emilion-bordeaux","1008498","20088124807"
"Chateau Coutet, Barsac","2005","Chateau Coutet, Barsac, Bordeaux","350","Case of 12 Bottles","https://www.bbr.com/products-20058007007-2005-chateau-coutet-barsac-bordeaux","1016792","20058007007"
"Chateau Coutet, Barsac","2006","Chateau Coutet, Barsac, Bordeaux","360","Case of 12 Bottles","https://www.bbr.com/products-20068007007-2006-chateau-coutet-barsac-bordeaux","1016792","20068007007"
"Chateau Coutet, Barsac","2007","Chateau Coutet, Barsac, Bordeaux","220","Case of 6 Bottles","https://www.bbr.com/products-20078007007-2007-chateau-coutet-barsac-bordeaux","1016792","20078007007"
"Chateau Coutet, Barsac","2014","Chateau Coutet, Barsac, Bordeaux","160","Case of 6 Bottles","https://www.bbr.com/products-20148007007-2014-chateau-coutet-barsac-bordeaux","1016792","20148007007"
"Chateau Coutet, Barsac","2014","Chateau Coutet, Barsac, Bordeaux","395","Case of 24 Half Bottles","https://www.bbr.com/products-20148007007-2014-chateau-coutet-barsac-bordeaux","1016792","20148007007"
"Chateau Coutet, Barsac","2017","Chateau Coutet, Barsac, Bordeaux","200","Case of 12 Half Bottles","https://www.bbr.com/products-20178007007-2017-chateau-coutet-barsac-bordeaux","1016792","20178007007"
"Chateau Coutet","2019","Chateau Coutet, St Emilion, Bordeaux","372","Case of 12 Bottles","https://www.bbr.com/products-20191008922-2019-chateau-coutet-st-emilion-bordeaux","1008922","20191008922"
"Chateau Dalem","2019","Chateau Dalem, Fronsac, Bordeaux","295","Case of 12 Bottles","https://www.bbr.com/products-20198015066-2019-chateau-dalem-fronsac-bordeaux","1009222","20198015066"
"Chateau Destieux","2009","Chateau Destieux, St Emilion, Bordeaux","485","Case of 12 Bottles","https://www.bbr.com/products-20098124575-2009-chateau-destieux-st-emilion-bordeaux","1009352","20098124575"
"Chateau Destieux","2009","Chateau Destieux, St Emilion, Bordeaux","590","Case of 6 Magnums","https://www.bbr.com/products-20098124575-2009-chateau-destieux-st-emilion-bordeaux","1009352","20098124575"
"Chateau Doisy-Daene","2001","Chateau Doisy Daene, Barsac, Bordeaux","500","Case of 12 Bottles","https://www.bbr.com/products-20018013437-2001-chateau-doisy-daene-barsac-bordeaux","1016835","20018013437"
"Chateau Doisy-Daene","2005","Chateau Doisy Daene, Barsac, Bordeaux","600","Case of 24 Half Bottles","https://www.bbr.com/products-20058013437-2005-chateau-doisy-daene-barsac-bordeaux","1016835","20058013437"
"Chateau Doisy-Daene","2010","Chateau Doisy Daene, Barsac, Bordeaux","300","Case of 24 Half Bottles","https://www.bbr.com/products-20108013437-2010-chateau-doisy-daene-barsac-bordeaux","1016835","20108013437"
"Chateau Doisy-Daene","2011","Chateau Doisy Daene, Barsac, Bordeaux","300","Case of 12 Bottles","https://www.bbr.com/products-20118013437-2011-chateau-doisy-daene-barsac-bordeaux","1016835","20118013437"
"Chateau Doisy-Daene","2011","Chateau Doisy Daene, Barsac, Bordeaux","295","Case of 24 Half Bottles","https://www.bbr.com/products-20118013437-2011-chateau-doisy-daene-barsac-bordeaux","1016835","20118013437"
"Chateau Doisy-Daene","2014","Chateau Doisy Daene, Barsac, Bordeaux","170","Case of 12 Half Bottles","https://www.bbr.com/products-20148013437-2014-chateau-doisy-daene-barsac-bordeaux","1016835","20148013437"
"Chateau Doisy-Daene","2015","Chateau Doisy Daene, Barsac, Bordeaux","190","Case of 6 Bottles","https://www.bbr.com/products-20158013437-2015-chateau-doisy-daene-barsac-bordeaux","1016835","20158013437"
"Chateau Doisy-Daene","2015","Chateau Doisy Daene, Barsac, Bordeaux","190","Case of 12 Half Bottles","https://www.bbr.com/products-20158013437-2015-chateau-doisy-daene-barsac-bordeaux","1016835","20158013437"
"Chateau Doisy-Daene","2020","Chateau Doisy Daene, Barsac, Bordeaux","170","Case of 12 Half Bottles","https://www.bbr.com/products-20208013437-2020-chateau-doisy-daene-barsac-bordeaux","1016835","20208013437"
"Chateau Doisy-Daene","2022","Chateau Doisy Daene, Barsac, Bordeaux","210","Case of 12 Half Bottles","https://www.bbr.com/products-20228013437-2022-chateau-doisy-daene-barsac-bordeaux","1016835","20228013437"
"Chateau Doisy-Daene","2023","Chateau Doisy Daene, Barsac, Bordeaux","210","Case of 6 Bottles","https://www.bbr.com/products-20238013437-2023-chateau-doisy-daene-barsac-bordeaux","1016835","20238013437"
"Chateau Doisy-Vedrines","2007","Chateau Doisy-Vedrines, Sauternes, Bordeaux","347","Case of 24 Half Bottles","https://www.bbr.com/products-20078014753-2007-chateau-doisy-vedrines-sauternes-bordeaux","1016848","20078014753"
"Chateau Doisy-Vedrines","2007","Chateau Doisy-Vedrines, Sauternes, Bordeaux","240","Case of 24 Half Bottles","https://www.bbr.com/products-20078014753-2007-chateau-doisy-vedrines-sauternes-bordeaux","1016848","20078014753"
"Chateau Doisy-Vedrines","2010","Chateau Doisy-Vedrines, Sauternes, Bordeaux","120","Case of 12 Half Bottles","https://www.bbr.com/products-20108014753-2010-chateau-doisy-vedrines-sauternes-bordeaux","1016848","20108014753"
"Chateau Doisy-Vedrines","2011","Chateau Doisy-Vedrines, Sauternes, Bordeaux","240","Case of 24 Half Bottles","https://www.bbr.com/products-20118014753-2011-chateau-doisy-vedrines-sauternes-bordeaux","1016848","20118014753"
"Chateau Doisy-Vedrines","2013","Chateau Doisy-Vedrines, Sauternes, Bordeaux","280","Case of 24 Half Bottles","https://www.bbr.com/products-20138014753-2013-chateau-doisy-vedrines-sauternes-bordeaux","1016848","20138014753"
"Chateau Doisy-Vedrines","2023","Chateau Doisy-Vedrines, Sauternes, Bordeaux","135","Case of 6 Bottles","https://www.bbr.com/products-20238014753-2023-chateau-doisy-vedrines-sauternes-bordeaux","1016848","20238014753"
"Chateau Ducru-Beaucaillou","2005","Chateau Ducru-Beaucaillou, St Julien, Bordeaux","2445","Case of 12 Bottles","https://www.bbr.com/products-20058008844-2005-chateau-ducru-beaucaillou-st-julien-bordeaux","1009479","20058008844"
"Chateau Ducru-Beaucaillou","2006","Chateau Ducru-Beaucaillou, St Julien, Bordeaux","720","Case of 6 Bottles","https://www.bbr.com/products-20068008844-2006-chateau-ducru-beaucaillou-st-julien-bordeaux","1009479","20068008844"
"Chateau Ducru-Beaucaillou","2006","Chateau Ducru-Beaucaillou, St Julien, Bordeaux","1390","Case of 12 Bottles","https://www.bbr.com/products-20068008844-2006-chateau-ducru-beaucaillou-st-julien-bordeaux","1009479","20068008844"
"Chateau Ducru-Beaucaillou","2008","Chateau Ducru-Beaucaillou, St Julien, Bordeaux","1299","Case of 12 Bottles","https://www.bbr.com/products-20088008844-2008-chateau-ducru-beaucaillou-st-julien-bordeaux","1009479","20088008844"
"Chateau Ducru-Beaucaillou","2008","Chateau Ducru-Beaucaillou, St Julien, Bordeaux","1300","Case of 12 Bottles","https://www.bbr.com/products-20088008844-2008-chateau-ducru-beaucaillou-st-julien-bordeaux","1009479","20088008844"
"Chateau Ducru-Beaucaillou","2009","Chateau Ducru-Beaucaillou, St Julien, Bordeaux","2550","Case of 12 Bottles","https://www.bbr.com/products-20098008844-2009-chateau-ducru-beaucaillou-st-julien-bordeaux","1009479","20098008844"
"Chateau Ducru-Beaucaillou","2010","Chateau Ducru-Beaucaillou, St Julien, Bordeaux","5800","Case of 1 18 Litre Bottles","https://www.bbr.com/products-20108008844-2010-chateau-ducru-beaucaillou-st-julien-bordeaux","1009479","20108008844"
"Chateau Ducru-Beaucaillou","2010","Chateau Ducru-Beaucaillou, St Julien, Bordeaux","2995","Case of 12 Bottles","https://www.bbr.com/products-20108008844-2010-chateau-ducru-beaucaillou-st-julien-bordeaux","1009479","20108008844"
"Chateau Ducru-Beaucaillou","2010","Chateau Ducru-Beaucaillou, St Julien, Bordeaux","990","Case of 6 Bottles","https://www.bbr.com/products-20108008844-2010-chateau-ducru-beaucaillou-st-julien-bordeaux","1009479","20108008844"
"Chateau Ducru-Beaucaillou","2010","Chateau Ducru-Beaucaillou, St Julien, Bordeaux","2300","Case of 6 Magnums","https://www.bbr.com/products-20108008844-2010-chateau-ducru-beaucaillou-st-julien-bordeaux","1009479","20108008844"
"Chateau Ducru-Beaucaillou","2011","Chateau Ducru-Beaucaillou, St Julien, Bordeaux","580","Case of 6 Bottles","https://www.bbr.com/products-20118008844-2011-chateau-ducru-beaucaillou-st-julien-bordeaux","1009479","20118008844"
"Chateau Ducru-Beaucaillou","2011","Chateau Ducru-Beaucaillou, St Julien, Bordeaux","582","Case of 3 Magnums","https://www.bbr.com/products-20118008844-2011-chateau-ducru-beaucaillou-st-julien-bordeaux","1009479","20118008844"
"Chateau Ducru-Beaucaillou","2012","Chateau Ducru-Beaucaillou, St Julien, Bordeaux","650","Case of 6 Bottles","https://www.bbr.com/products-20128008844-2012-chateau-ducru-beaucaillou-st-julien-bordeaux","1009479","20128008844"
"Chateau Ducru-Beaucaillou","2013","Chateau Ducru-Beaucaillou, St Julien, Bordeaux","650","Case of 6 Bottles","https://www.bbr.com/products-20138008844-2013-chateau-ducru-beaucaillou-st-julien-bordeaux","1009479","20138008844"
"Chateau Ducru-Beaucaillou","2014","Chateau Ducru-Beaucaillou, St Julien, Bordeaux","600","Case of 6 Bottles","https://www.bbr.com/products-20148008844-2014-chateau-ducru-beaucaillou-st-julien-bordeaux","1009479","20148008844"
"Chateau Ducru-Beaucaillou","2014","Chateau Ducru-Beaucaillou, St Julien, Bordeaux","700","Case of 3 Magnums","https://www.bbr.com/products-20148008844-2014-chateau-ducru-beaucaillou-st-julien-bordeaux","1009479","20148008844"
"Chateau Ducru-Beaucaillou","2015","Chateau Ducru-Beaucaillou, St Julien, Bordeaux","900","Case of 6 Bottles","https://www.bbr.com/products-20158008844-2015-chateau-ducru-beaucaillou-st-julien-bordeaux","1009479","20158008844"
"Chateau Ducru-Beaucaillou","2015","Chateau Ducru-Beaucaillou, St Julien, Bordeaux","880","Case of 6 Bottles","https://www.bbr.com/products-20158008844-2015-chateau-ducru-beaucaillou-st-julien-bordeaux","1009479","20158008844"
"Chateau Ducru-Beaucaillou","2016","Chateau Ducru-Beaucaillou, St Julien, Bordeaux","955","Case of 6 Bottles","https://www.bbr.com/products-20168008844-2016-chateau-ducru-beaucaillou-st-julien-bordeaux","1009479","20168008844"
"Chateau Ducru-Beaucaillou","2017","Chateau Ducru-Beaucaillou, St Julien, Bordeaux","690","Case of 6 Bottles","https://www.bbr.com/products-20178008844-2017-chateau-ducru-beaucaillou-st-julien-bordeaux","1009479","20178008844"
"Chateau Ducru-Beaucaillou","2018","Chateau Ducru-Beaucaillou, St Julien, Bordeaux","990","Case of 6 Bottles","https://www.bbr.com/products-20188008844-2018-chateau-ducru-beaucaillou-st-julien-bordeaux","1009479","20188008844"
"Chateau Ducru-Beaucaillou","2018","Chateau Ducru-Beaucaillou, St Julien, Bordeaux","1800","Case of 12 Bottles","https://www.bbr.com/products-20188008844-2018-chateau-ducru-beaucaillou-st-julien-bordeaux","1009479","20188008844"
"Chateau Ducru-Beaucaillou","2019","Chateau Ducru-Beaucaillou, St Julien, Bordeaux","645","Case of 6 Bottles","https://www.bbr.com/products-20198008844-2019-chateau-ducru-beaucaillou-st-julien-bordeaux","1009479","20198008844"
"Chateau Ducru-Beaucaillou","2019","Chateau Ducru-Beaucaillou, St Julien, Bordeaux","642","Case of 6 Bottles","https://www.bbr.com/products-20198008844-2019-chateau-ducru-beaucaillou-st-julien-bordeaux","1009479","20198008844"
"Chateau Ducru-Beaucaillou","2020","Chateau Ducru-Beaucaillou, St Julien, Bordeaux","988","Case of 6 Bottles","https://www.bbr.com/products-20208008844-2020-chateau-ducru-beaucaillou-st-julien-bordeaux","1009479","20208008844"
"Chateau Ducru-Beaucaillou","2020","Chateau Ducru-Beaucaillou, St Julien, Bordeaux","333","Case of 1 Magnums","https://www.bbr.com/products-20208008844-2020-chateau-ducru-beaucaillou-st-julien-bordeaux","1009479","20208008844"
"Chateau Ducru-Beaucaillou","2020","Chateau Ducru-Beaucaillou, St Julien, Bordeaux","999","Case of 3 Magnums","https://www.bbr.com/products-20208008844-2020-chateau-ducru-beaucaillou-st-julien-bordeaux","1009479","20208008844"
"Chateau Ducru-Beaucaillou","2021","Chateau Ducru-Beaucaillou, St Julien, Bordeaux","1060","Case of 6 Bottles","https://www.bbr.com/products-20218008844-2021-chateau-ducru-beaucaillou-st-julien-bordeaux","1009479","20218008844"
"Chateau Ducru-Beaucaillou","2021","Chateau Ducru-Beaucaillou, St Julien, Bordeaux","649","Case of 6 Bottles","https://www.bbr.com/products-20218008844-2021-chateau-ducru-beaucaillou-st-julien-bordeaux","1009479","20218008844"
"Chateau Ducru-Beaucaillou","2022","Chateau Ducru-Beaucaillou, St Julien, Bordeaux","1100","Case of 6 Bottles","https://www.bbr.com/products-20228008844-2022-chateau-ducru-beaucaillou-st-julien-bordeaux","1009479","20228008844"
"Chateau Ducru-Beaucaillou","","Chateau Ducru-Beaucaillou, Vertical (2004 -2006, 2008 - 2010), Six-Bottle Mixed Case","925","Case of 1 6 Bottle Assortments","https://www.bbr.com/products-10008037086-chateau-ducru-beaucaillou-vertical-2004-2006-2008-2010-six-bottle-mixed-case","1009479","10008037086"
"Chateau Duhart-Milon","2005","Chateau Duhart-Milon, Pauillac, Bordeaux","750","Case of 12 Bottles","https://www.bbr.com/products-20058124517-2005-chateau-duhart-milon-pauillac-bordeaux","1009482","20058124517"
"Chateau Duhart-Milon","2005","Chateau Duhart-Milon, Pauillac, Bordeaux","735","Case of 12 Bottles","https://www.bbr.com/products-20058124517-2005-chateau-duhart-milon-pauillac-bordeaux","1009482","20058124517"
"Chateau Duhart-Milon","2005","Chateau Duhart-Milon, Pauillac, Bordeaux","795","Case of 6 Magnums","https://www.bbr.com/products-20058124517-2005-chateau-duhart-milon-pauillac-bordeaux","1009482","20058124517"
"Chateau Duhart-Milon","2006","Chateau Duhart-Milon, Pauillac, Bordeaux","680","Case of 12 Bottles","https://www.bbr.com/products-20068124517-2006-chateau-duhart-milon-pauillac-bordeaux","1009482","20068124517"
"Chateau Duhart-Milon","2006","Chateau Duhart-Milon, Pauillac, Bordeaux","745","Case of 12 Bottles","https://www.bbr.com/products-20068124517-2006-chateau-duhart-milon-pauillac-bordeaux","1009482","20068124517"
"Chateau Duhart-Milon","2008","Chateau Duhart-Milon, Pauillac, Bordeaux","425","Case of 6 Bottles","https://www.bbr.com/products-20088124517-2008-chateau-duhart-milon-pauillac-bordeaux","1009482","20088124517"
"Chateau Duhart-Milon","2008","Chateau Duhart-Milon, Pauillac, Bordeaux","665","Case of 12 Bottles","https://www.bbr.com/products-20088124517-2008-chateau-duhart-milon-pauillac-bordeaux","1009482","20088124517"
"Chateau Duhart-Milon","2008","Chateau Duhart-Milon, Pauillac, Bordeaux","840","Case of 12 Bottles","https://www.bbr.com/products-20088124517-2008-chateau-duhart-milon-pauillac-bordeaux","1009482","20088124517"
"Chateau Duhart-Milon","2009","Chateau Duhart-Milon, Pauillac, Bordeaux","580","Case of 6 Bottles","https://www.bbr.com/products-20098124517-2009-chateau-duhart-milon-pauillac-bordeaux","1009482","20098124517"
"Chateau Duhart-Milon","2009","Chateau Duhart-Milon, Pauillac, Bordeaux","985","Case of 12 Bottles","https://www.bbr.com/products-20098124517-2009-chateau-duhart-milon-pauillac-bordeaux","1009482","20098124517"
"Chateau Duhart-Milon","2009","Chateau Duhart-Milon, Pauillac, Bordeaux","530","Case of 6 Bottles","https://www.bbr.com/products-20098124517-2009-chateau-duhart-milon-pauillac-bordeaux","1009482","20098124517"
"Chateau Duhart-Milon","2010","Chateau Duhart-Milon, Pauillac, Bordeaux","1090","Case of 12 Bottles","https://www.bbr.com/products-20108124517-2010-chateau-duhart-milon-pauillac-bordeaux","1009482","20108124517"
"Chateau Duhart-Milon","2010","Chateau Duhart-Milon, Pauillac, Bordeaux","830","Case of 12 Bottles","https://www.bbr.com/products-20108124517-2010-chateau-duhart-milon-pauillac-bordeaux","1009482","20108124517"
"Chateau Duhart-Milon","2010","Chateau Duhart-Milon, Pauillac, Bordeaux","715","Case of 6 Bottles","https://www.bbr.com/products-20108124517-2010-chateau-duhart-milon-pauillac-bordeaux","1009482","20108124517"
"Chateau Duhart-Milon","2011","Chateau Duhart-Milon, Pauillac, Bordeaux","276","Case of 6 Bottles","https://www.bbr.com/products-20118124517-2011-chateau-duhart-milon-pauillac-bordeaux","1009482","20118124517"
"Chateau Duhart-Milon","2014","Chateau Duhart-Milon, Pauillac, Bordeaux","270","Case of 6 Bottles","https://www.bbr.com/products-20148124517-2014-chateau-duhart-milon-pauillac-bordeaux","1009482","20148124517"
"Chateau Duhart-Milon","2014","Chateau Duhart-Milon, Pauillac, Bordeaux","325","Case of 3 Magnums","https://www.bbr.com/products-20148124517-2014-chateau-duhart-milon-pauillac-bordeaux","1009482","20148124517"
"Chateau Duhart-Milon","2018","Chateau Duhart-Milon, Pauillac, Bordeaux","282","Case of 6 Bottles","https://www.bbr.com/products-20188124517-2018-chateau-duhart-milon-pauillac-bordeaux","1009482","20188124517"
"Chateau Duhart-Milon","2018","Chateau Duhart-Milon, Pauillac, Bordeaux","480","Case of 6 Bottles","https://www.bbr.com/products-20188124517-2018-chateau-duhart-milon-pauillac-bordeaux","1009482","20188124517"
"Chateau Duhart-Milon","2019","Chateau Duhart-Milon, Pauillac, Bordeaux","349.99","Case of 6 Bottles","https://www.bbr.com/products-20198124517-2019-chateau-duhart-milon-pauillac-bordeaux","1009482","20198124517"
"Chateau Duhart-Milon","2019","Chateau Duhart-Milon, Pauillac, Bordeaux","350","Case of 6 Bottles","https://www.bbr.com/products-20198124517-2019-chateau-duhart-milon-pauillac-bordeaux","1009482","20198124517"
"Chateau Duhart-Milon","2020","Chateau Duhart-Milon, Pauillac, Bordeaux","220","Case of 1 Double Magnums","https://www.bbr.com/products-20208124517-2020-chateau-duhart-milon-pauillac-bordeaux","1009482","20208124517"
"Chateau Duhart-Milon","2021","Chateau Duhart-Milon, Pauillac, Bordeaux","229","Case of 6 Bottles","https://www.bbr.com/products-20218124517-2021-chateau-duhart-milon-pauillac-bordeaux","1009482","20218124517"
"Chateau Duhart-Milon","2021","Chateau Duhart-Milon, Pauillac, Bordeaux","368","Case of 6 Bottles","https://www.bbr.com/products-20218124517-2021-chateau-duhart-milon-pauillac-bordeaux","1009482","20218124517"
"Chateau Duhart-Milon","2022","Chateau Duhart-Milon, Pauillac, Bordeaux","400","Case of 6 Bottles","https://www.bbr.com/products-20228124517-2022-chateau-duhart-milon-pauillac-bordeaux","1009482","20228124517"
"Chateau Durfort-Vivens","2005","Chateau Durfort-Vivens, Margaux, Bordeaux","618","Case of 12 Bottles","https://www.bbr.com/products-20058015154-2005-chateau-durfort-vivens-margaux-bordeaux","1009512","20058015154"
"Chateau Durfort-Vivens","2005","Chateau Durfort-Vivens, Margaux, Bordeaux","620","Case of 12 Bottles","https://www.bbr.com/products-20058015154-2005-chateau-durfort-vivens-margaux-bordeaux","1009512","20058015154"
"Chateau Durfort-Vivens","2010","Chateau Durfort-Vivens, Margaux, Bordeaux","525","Case of 12 Bottles","https://www.bbr.com/products-20108015154-2010-chateau-durfort-vivens-margaux-bordeaux","1009512","20108015154"
"Chateau Dutruch Grand Poujeaux","2019","Chateau Dutruch Grand Poujeaux, Moulis-en-Medoc, Bordeaux","90","Case of 6 Bottles","https://www.bbr.com/products-20198232696-2019-chateau-dutruch-grand-poujeaux-moulis-en-medoc-bordeaux","1009525","20198232696"
"Chateau Ferriere","2005","Chateau Ferriere, Margaux, Bordeaux","444","Case of 12 Bottles","https://www.bbr.com/products-20058124432-2005-chateau-ferriere-margaux-bordeaux","1009727","20058124432"
"Chateau Ferriere","2006","Chateau Ferriere, Margaux, Bordeaux","340","Case of 12 Bottles","https://www.bbr.com/products-20068124432-2006-chateau-ferriere-margaux-bordeaux","1009727","20068124432"
